Business ID, Review Count, # of check-ins, Tip count, Business Weight, Avg Influencer Weight,Avg Stars, True Stars 
k4neVInMGVKOdW458keDlw,13,39,7,75,80.1,3.8,4
QtWleJLRz8Ub-54oW1EBEQ,30,126,17,250,234.95,3.25,3.5
PmcWlvxkElP0LWwCes8k3A,17,40,3,0,94.8823529412,3.4117647059,3.5
9HwUkbKAv7dO3MGlkkJJSg,112,107,9,2300,225.9,4.15,3.5
girHOrL-3_pZGw7INEoehQ,24,8,5,100,19.9,3.6,3.5
dn9sB0Kok8cnkDhpcl7YCg,76,217,19,1400,45.9,4.5,4.5
u4uJjR7DM4pd7Zp5gLXlMQ,4,0,0,0,35.75,4.25,4
Vb93xlZKcSuuuZoAkIFCxw,26,14,5,150,26.55,3.8,3.5
ihwdAeMyuByfXlIPRCanfw,16,21,4,25,95.0666666667,3.8,4
WmUcv3Pvoc1DyhE_HMNPKw,107,345,35,2175,257.8,3.8,4
Jd5sLVzE_p_LfJMBmbOhSA,26,23,11,150,20,3.95,4
ehaKxqZX0nn-rvFFhhL0hA,35,140,20,375,140.7,3.25,3.5
X45hvN2Z1gh5R4dPgXbVyQ,59,47,4,975,77,3.7,4
3XN1taTQqQKC8nl3DgMM1A,43,45,7,575,39,3.9,4
uvdS1a6h0wS0R9gryFX4oQ,77,207,20,1425,381.75,3.4,3
m9K8o-paI6w500w9P8G9pg,55,127,11,875,177,3.45,3.5
U8RIy3r16fmuneo2stVuOA,167,589,82,3675,319.65,4.05,4
xxZHUf4my1RMwGIp-sR_yA,48,108,18,700,130.8,3.25,3
dqncTW-gl0UgLhfjZcUgCA,5,0,0,25,7.75,4,4
jwFhx-zr9y__B-n1jlRNFQ,18,34,3,50,22.3125,2.8125,3
cc9KFNrcY9gA7t9D1a3FpA,68,214,20,1200,106.25,3.95,4.5
pwpl-rxwNRQdgqFz_-qMPg,750,2789,197,18250,1010.25,4.05,4
ytA7CC_Tma_QFiDABLzY2Q,21,17,1,50,33.4736842105,4.3684210526,4.5
Ra5UdK1Rq4GGbnpdpxnRWA,3,0,1,0,55.6666666667,4.3333333333,4.5
A94NOSOZX65y6LMpLSIcFA,39,126,9,475,52.15,3.5,3.5
CXAma-3il9i45krjt5jFqw,15,14,0,25,19.0714285714,3.2857142857,3.5
TI-4Yp-hvVimC3LJP0f59Q,3,0,0,0,9,3.6666666667,3.5
D_BMUHbZk67hzRcK3xQQmg,485,1068,157,11625,866,4.15,4.5
QeK5HHZ9noZlVkRqq-yLjQ,13,18,6,75,142.5,4.5,4.5
-RV4TvjpDTZDH3k3FdBXcw,28,114,14,200,100.1,3.6,3.5
SDs4eWoV-cpJystzTAH0qg,10,0,0,0,15.2,2.9,3
3ornwb5L2Cy-DKeR6xbpdw,57,145,9,925,243.5,3.65,3.5
VAeiLMTICw2CSFpy28CsWQ,297,1241,146,6925,627.05,3.3,3.5
Y-PnvV-q4HYLIy19ubVmXQ,57,458,38,925,310.05,2.9,3
0idZ5QJ_divjmPyDzqktZA,111,321,33,2275,239.6,3.95,4
H4dVXq2agIkeiP6_lidkOQ,4,0,0,50,19,3,4
Rx-1jd5iQaOas3YdpC156Q,31,26,1,275,82.95,3.65,3.5
W02omIznNSxLYzntkO63lA,8,0,1,50,19,3.1666666667,3
C6lM880c3gEdk_9ZjtKYWA,14,12,2,25,16.3846153846,3.2307692308,3
umd0u_uWftPoIcW7v53z1g,3,0,0,25,15.5,2.5,3
LZKmDQEs53mJeY_9hQPuUQ,5,7,2,25,54.5,3.25,3
gQ6eQYwkJiKjcr9nQJO0og,7,0,0,50,42.8,3.6,3
0l028v-NfBCDW2sVkfqDRQ,3,0,0,25,156,1.5,1.5
StOzZjyUVTeh9jpn0JSALw,18,10,2,75,43.4666666667,2.9333333333,3
-8Y3bN1YmWZa73FJSjumlg,7,13,1,25,45,4.6666666667,4.5
U45yIcB67VA6XGJR6oMQlg,45,24,2,625,118.2,3.85,3.5
7DLXPGS8l6ofVIUELHpvMw,19,13,2,25,78.0555555556,3.0555555556,3
DsMez0mCXw6dBTW2jQQQBw,6,8,1,25,30.8,2.6,2.5
m9AeGCo-UFmdtFAfJiPjOw,21,10,4,50,44.3684210526,4.2105263158,4
atC08JSxcbm9HzU8eOLuZg,57,197,13,925,140.25,3.55,4
UnpufJ2XBZd27f8X-Zz7eA,22,52,0,100,94.1666666667,4.2222222222,4
sD38Tp5O4W06Bx-DxeW9oQ,181,191,30,4025,201,2.5,2.5
Hieqsu3u1peZ2I2jPwiKHw,376,619,45,8900,598.75,4,3.5
9KkLGqb-D-cysttQzIl6ww,173,261,13,3825,236.1,3.15,3.5
_5k83wy9_5NpErw7Ecgt3g,290,440,69,6750,637.3,3.75,3.5
OiCxoAIoBvEWxf7p1qVVmA,720,1128,97,17500,1074,4.4,4
a4cMKOjdVLTmJNhRl6-17g,461,1067,97,11025,525.65,3.45,3.5
eL7RUC_jGRLBkmkvFqkAlQ,27,21,7,200,62.1052631579,3.9473684211,4
0LzYw7uhfIbk2_lKq08Jcg,30,40,2,250,122.75,2.8,3
j7n42b5qDMJR68q3Dv9u6A,3,0,0,0,262.3333333333,3.6666666667,3.5
rh6Ieo2hIejppvew2bVL0A,5,11,1,25,6.75,2.75,3
8Pzdk19tA2bKlKDSgwWqoQ,709,1296,93,17225,912.4,4,4
85vOUeWo9-bG8qQF0U1K3g,49,80,9,725,49.45,3.8,4
Xk5iznUPktX7wx3dlRVWUA,7,6,1,0,16.8571428571,4.4285714286,4.5
pI70lagk6M2cHExvRGBEyg,79,208,35,1475,531.3,3.5,3.5
R6GR8szQ8H5alZ9CNLmJyA,5,0,0,0,48.4,2,2
QJP-bRQvtGvShgs4AnvZKw,26,125,14,150,20.55,3.7,3.5
n2vuEfMHtM1ZE2LR9ppLXg,69,307,32,1225,123.3,2.85,3
CVwRUEQImw-no7KtvpVxwA,7,20,4,0,116.8571428571,4.2857142857,4.5
CMTDZRDnv_O0rwAvRVbjvg,52,104,13,800,100.5,4,4
EkjNhGaNLMPjG2cMhdPnog,9,16,5,25,34.75,3.375,3.5
tMpFSMGrXz8dzvB9UZ69XA,175,547,93,3875,430.45,3.3,3.5
95zGhhpLipJ-XgUQUoIpNg,7,29,5,0,219.7142857143,2.4285714286,2.5
VrqEeynr7KqucvEjpz8w_g,51,240,20,775,132.85,3,3.5
SLQAYnOvnqsociD21KQOrw,32,131,15,300,56.45,4.25,4.5
bAty9chWtByodcGQq8OVfA,33,48,5,325,98.35,3.85,4
4YfXP-NxQXntqi0qAknU5g,114,250,28,2350,375.1,3.5,3.5
le1VmOg0-REuXCFr_FeG0g,12,0,1,0,99.6666666667,3.0833333333,3
32f43CI5i1oCleGZG5kQFA,93,323,25,1825,248.85,2.3,2
FrPm9l_CmSwBe8TCEiQnUg,6,0,0,0,67.3333333333,4.5,4.5
IkSF5GEHcl7DePGlXksl5A,91,188,23,1775,79.5,3.3,4
9kmQ_1rftk5Il4i9DAeH_w,6,6,1,0,43.8333333333,3.1666666667,3
caK31Iq3TClNCRB9WH9lhQ,7,3,2,25,7,3.6666666667,3.5
Ne_6Z7dJyw32OikvCabmBQ,4,0,0,50,36.5,2,2.5
SxWpUJPBKpDwnt8DbVgVwQ,60,78,7,1000,140.7,3.1,3.5
5weJ3DRKwvQ9claomkYq9w,14,8,1,25,18.2307692308,3.7692307692,3.5
jaNxEHBLWuKhQ-lyex5EKw,40,229,17,500,177.05,3.2,3
dfkmSx2CkO_ORwujV5p5Ag,19,48,10,50,45.5294117647,3.8235294118,4
5A2ws3jfn_C3pNS-tl07eg,14,36,4,50,9.75,4.25,4
JUZ1cJfyFINgQLC0YlnyEw,12,40,3,25,70.0909090909,3.7272727273,4
JcYf2kgpAgkpWq_7lf6I4Q,4,0,0,25,18,1,2
hIFwQ-8D83TtnLfK0eH5Qw,32,50,2,300,129.2,3.65,4
KGX7O-_WqOIy9o7u9NOa9A,164,264,55,3600,347.7,4.35,4.5
Dq6NZW66eTf-WjhT7MlvUw,10,18,3,0,39.5,3.8,4
gMhbZgkF6G040yPEXlTBvQ,8,30,3,25,302.8571428571,3,3
H5e_LE7vrwKc5QQBSJ6PMQ,3,0,0,0,18.3333333333,2,2
PLLM4iCYy_OrT-53IZ88Qw,55,62,20,875,78.45,3.6,3
m3R87_vgz8qXJy_zquIEUg,5,12,1,25,43.5,3.5,3
9iykF_gU0Jd6maDg19NE1Q,16,44,5,50,35.8571428571,3.1428571429,3.5
V4wiGd78Si52Gys9gmoZCg,38,77,14,450,41.4,2.8,3
i41M_To0DAxuzZIGvU1wyg,61,78,7,1025,283.5,2.6,2.5
qsmCTI0O_Nydfjk7PZYBCw,8,7,3,25,39,4.4285714286,4.5
23g7ZqhFgmvJzYcYX27ZGA,38,262,16,450,38.5,2.85,3
NU-zCTASWAWs4Q3urXH34g,7,0,0,25,14,2.3333333333,2
-xUkX5hO7MrMj9OwqMQ35A,32,52,4,300,118.15,3.8,4
XWgsRwCgUfd5xDdNwGyMTA,46,231,41,650,233.9,4.05,4
FFX46wxMJBmlWdOxgLTdmg,22,17,1,50,91.1,3.85,3.5
93r7y20-xLWIAqIIYMtlDg,6,11,0,0,42.3333333333,2.3333333333,2.5
P81VJGvr3WEsgQHY2z2CuA,8,4,1,25,17.4285714286,3.4285714286,3.5
hZRFKGC7NmRxwiIqWTeRFA,60,180,21,1000,34.35,3.35,3.5
BgrYM_W9X_5_fp7ek8zzwQ,14,4,2,50,52.5,3.9166666667,4
gtai_-E-WUGr_8tYYik59A,25,33,4,125,20.65,3.55,3.5
_Qf-XtG2vm9L_aZB8zc28g,3,5,0,25,103,4.5,4.5
-CAxtEWbiPIJlpbWq4qz2A,16,30,5,50,73.5,3.7857142857,3.5
cTUy1cEkxWeE0eoU_P9SNA,15,28,6,25,36.4285714286,3.5714285714,3.5
th4uGmjyjPnQpN-ukf20PA,264,428,67,6100,166.8,4.35,4
iNmkxoGYPGfTIflQb1SvPw,12,15,4,25,122.1818181818,2.2727272727,2.5
NBuRmwDNdYoFq5CP-jlyzQ,37,111,7,425,78.3,3.9,4
zFJlGyf9maOrBIgttEFp2w,20,8,5,50,47.6666666667,3.3333333333,3.5
H18C9tH4BPHkxan96bkMXQ,121,203,25,2525,202.65,3.65,3.5
tomw3dn386aTe6RGOxn5BQ,30,112,9,250,56.6,4.25,4.5
djZW3h3YSVkOoidnKnFb-A,53,153,13,825,116.55,3.15,3.5
4U0lz6WgowkETK3YaIT8sg,35,24,2,375,76.45,3.45,3.5
nd1hq7xxzrL_s420QqhDjw,7,0,1,0,237.4285714286,4.1428571429,4
FKbLmiEDKqDolWzMXeusUQ,38,62,6,450,132.25,3.85,3.5
oGLGmDK56HDJJ3-yvTruEA,45,222,14,625,89.15,2.9,3
T_CUh42Rb1IIvTvIViDyLQ,28,103,9,200,48.7,3.3,3.5
oIwKhqTtHRebTW9jPiBTrw,10,32,4,25,37.5555555556,3.3333333333,3.5
FDWo5X_XoBVCaro22r2sUw,25,9,2,275,41.6428571429,3.6428571429,3.5
po3QfLD7vINIFtyYTgkEMQ,224,1402,128,5100,396.65,3.5,3.5
HOrfsgClwysVlDv1Vp7PIg,206,1367,99,4650,512.4,3.8,3.5
6VbM5hHuI0g8oKRSnJOqpw,39,36,5,475,59.3,4.25,4.5
K0NIteVG3wWEaiyOg3q5fg,5,5,0,25,38.5,3.5,3.5
57gnA8qjuFDtUvKMLmtR8A,3,3,0,25,64,4,3
he_b4txorHTrKjH5DnnmdQ,7,0,0,25,96.8333333333,4.1666666667,4.5
b-HWYd_0OhSQ_p0sq_VoSQ,43,91,23,575,74.9,3.25,3
Xj-zqnKuXCfiCJDWQM99Eg,24,23,2,100,24.2,2.8,3
5m9Kbj9jsBus6chIdt-52w,13,9,2,75,19.8,4.5,4
EYx9LkprbYnt3gUG_PRdKQ,115,276,43,2375,179.95,3.3,3
HCeD-aoX2Vt28oxTdQ6IEg,5,0,1,50,12.6666666667,2.3333333333,2.5
eQX9DwovKIwB5FncvOMhMQ,31,168,17,275,63.75,3.25,3
ka6UznsrJKNd8Om3vnVP7Q,11,9,1,25,18.7,3,3
Tkj0OoSsnwLBwnvJz9AAtw,3,0,1,25,120,4.5,4.5
THq4W2p3emLdTJEP8f6cbQ,156,545,82,3400,512.4,3.9,4
2EEmhVhG5SCt8dEo5zf-Hg,95,150,23,1875,166.6,3.4,3.5
IuYs9ys6bwhK-s2_sUKsbQ,18,61,4,50,57.9375,3.5625,3.5
hoy0dMyKvspyMCFanDX2Yg,13,67,10,75,86.9,3.2,3
2JoFCMaPY81rHG_FDxrUzw,25,39,3,125,49.45,3.5,3.5
1n1nP996n7h36qKMlukAQg,34,104,17,350,28.7,3.5,3.5
2m6Q9jhmvtcA4KNnNjO4oA,13,7,0,0,16.9230769231,2.6923076923,2.5
GeHwru6TVDyVErFc92Nn2w,10,0,1,0,178.2,3.6,3.5
KqCvXI-hvw6x-PSTBxB1ug,81,314,26,1525,155.45,2.95,2.5
hxw-JWXKkYOSjZP0iZlj7g,32,163,16,300,85.5,3,3
r7FsXCWuomxjurxwQINnsw,20,41,2,25,85.6315789474,3.7894736842,4
esapuP4e4A8FDlBhCE8S-w,5,17,1,0,129.8,2.6,2.5
KcdZ5y6a88nH846sNLeVWA,15,53,8,25,13.6428571429,4,4
ZWuO-YghNqtcAO7Ar-MFEg,9,12,2,0,19.4444444444,2.5555555556,2.5
RCAiM58UdsGl94QA7HeCAQ,25,6,5,125,384.5,3.45,3
H75yc2Vp7d8wuAe339DpOA,261,287,23,6025,213.3,4.15,4
wtD7EvFhxt8EeNODbl1G_A,169,1009,79,3725,241.9,3.85,4
vPnwX30Gn0oa4dVBL0W4Ww,419,1598,157,9975,570.4,3.7,3.5
a8_lHwlsqvsEub43vgYqrw,28,149,31,200,42.75,3.2,3.5
_k2nOJvhfNKUFa2i-DnlQQ,7,31,4,50,58,3.2,3
LBskB7ACUPV8xxjBPKnxmA,44,58,10,600,61.3,3.25,3
Ei1iQVVjhS3REUbmjUg5Fg,34,28,7,350,137.5,3.75,3.5
CwWLLNmlH6NarP2gsGQTSA,89,248,30,1725,103.75,2.85,3
MeMMA6ZJxW0xAR6WRgn_Cw,36,101,8,400,106.85,3.15,3.5
pxcERfGuSKD9KHYlfmc1HA,63,50,4,1075,128.8,3.85,4
OrF48GFHheuCie9cMYkldA,5,0,0,0,59,3.4,3.5
_5qkBSljHlRo5B9GQLDp3w,6,37,1,50,40,3.75,3.5
9Kdb70PhV6O89cdfqYZJpQ,7,15,0,25,33.5,3.8333333333,4
spE_M6f5b9msx6cKz4xUlw,5,0,0,25,138.75,3.5,3
FdFyXE6qgDSNGyfVzTsJmA,24,49,2,100,28.45,3.75,4
zLkok9inSL4lzVoSzfpxAA,36,10,3,400,11.9,3.25,3.5
EreqxAEKm62XtDMRYXglDw,22,58,5,50,28.95,3.25,3.5
wLK4Ifw0XGlaeOD125PrEQ,81,602,45,1525,301.65,2.95,2.5
Calp-z22yvvWsE55_3DjKQ,10,29,2,25,57.1111111111,4.1111111111,4
o2vKya6WSNcMNTxAcJsF1g,16,28,3,25,18.6666666667,3.3333333333,3.5
15srJBiBZBt0iKsWSABwRg,178,651,108,3950,250.9,4.05,3.5
bX82L6nLVyOUJKGF4UML4w,5,5,0,0,48,2.8,3
ScvhAJe5lIJ7_SIvNTDfgg,36,113,5,400,68.35,3.5,3
sOliNuSVFm8rzB8XNWSVZg,30,36,6,250,58.85,3.95,4
Z5v1F-tAV897ZmM32N0wfQ,84,204,25,1600,134.95,3.85,3.5
w-RzHsvV05yT2K-JC8DJUA,12,17,0,50,27.9,3.2,3.5
UK51LgJRJ8_LUQQPZ5zfxw,127,145,9,2675,165.9,3.3,3.5
vnnZKz4MhVtC7S3QdQPnfw,15,20,0,50,112.9230769231,3.3076923077,3.5
HeZjAnSpfQ4-gVn_ZykZ9w,16,33,1,0,7.9375,3.9375,4
WcawfXDP0k8UfLyEoz_cvg,86,475,44,1650,259.75,4.55,4.5
GFcKf648xaDTdJcymIm2rQ,6,0,1,25,12.6,2.4,3
EMD6yobRZBdHc6xeXRj4aA,21,44,7,125,125.25,4,4
mDXOGmlJlUe-AY6TmInUDA,19,35,4,125,182.1428571429,3.2857142857,3.5
bs-BDfrwkUMXNWMkdVk6Tg,22,59,7,75,24.2105263158,3.9473684211,3.5
X5ym_bvxZYMpe2ovDKWV7w,16,29,7,25,12.8666666667,4.3333333333,4.5
d6CUe9LjkFFqYtt7WuW5Lg,89,155,22,1725,114.75,3.05,3
K5BQkDJE9TGkyRfJeTwmDQ,5,0,0,25,40,4.5,4.5
jplGMzlErHf985akNin92g,27,24,4,175,29.15,3.5,4
_WU8xM2pvdVHSjDMdEm8Ow,8,31,5,25,50.1428571429,4,3.5
vcZWlI0eHiGwlUfP-5Ov8Q,272,246,30,6300,319.8,4.25,4
mnPRnWnNLM5cdjGEteWy7w,118,106,11,2450,467.4,3.85,4
ZOROJ4IV6V2sEAmh0v-w2A,41,93,19,525,250.75,4.25,4
8SICJa6C-4yuB-gF9mV42g,12,0,0,50,32.9,3.3,3
dNkrV-sMBhut-Vz0g3dk1Q,4,4,1,0,23.25,2.75,3
9r4gq8LVewal0uTnLiS1zQ,23,33,4,75,101.75,2.7,3
rhzxd7fYzQU620N3XzAiuQ,6,0,0,0,52.8333333333,3.6666666667,3.5
8x__4Jd-JMoWUYCkv6IJwA,107,248,51,2175,227.9,3.75,4
XFf_SY9mZe0XGYjPetzpbQ,4,45,0,0,72.5,4.5,3.5
sG-fXLyIrR2fBIObuBrkrg,50,55,12,750,71.3,4.15,4
zUzEjxKEn8eNVksImZ2oGw,200,472,35,4500,235.8,3.35,3.5
uEJQSIjWui-TDWXaGlcqyQ,632,1877,217,15300,608.75,4,4
yBbqiCdOdiSz3QOaZu6cGg,7,25,0,0,53,3.5714285714,3.5
PS2vBk61vgCUcrNCU9vTdw,3,0,0,25,8.5,5,5
NJcLaATrb0Y6Cq3sDHhASw,30,21,2,250,60.75,3.4,3.5
NgtL59zyO_uHkCRdAKx9Aw,12,18,2,75,32.3333333333,3.7777777778,4
8lxgsvzSgp3Wqjs9ntaiSA,21,81,3,175,174.5714285714,3.5,4
yVQiGdxmnrkJDyQXv2maNA,388,2012,199,9200,921.05,3.7,4
kdwGeJlYwmqt9X49IG49mQ,27,46,7,175,148.9,3.85,4
EpnLqyTKwo8Tn8j_w2ZVkg,5,0,0,75,63,3,3
T5LbVJHSyafrUpVpamSifg,11,22,2,25,14.9,3.1,3
3FhHnU7Mq8KcyWiWKH0RzA,21,83,7,25,70.9,3.25,3
YZyzJVGQDgsOBS098JDR7A,21,80,3,25,25.35,3.2,3
DUDX6e_9RPEdyvyJ88w4sA,58,108,23,950,172.5,2.85,3
TCIVUf1frqLehZbaUnuQzQ,26,103,13,150,110.2,2.8,3
zAoFrUwRVdSrvYWNB5e5Jw,65,249,31,1125,199.25,2.15,2
FZMQgCGGYDEXcQhZslAHxw,103,546,33,2075,271.15,3.15,3
iRi5YmSskdL-nAkQVtxDWQ,22,84,35,75,58.7368421053,2.6842105263,2.5
Oqb-MBYAmYUJLKwbwpQUEQ,170,359,52,3750,328.9,4.15,3.5
Uypstpws9BmDRT7mEMaXVQ,63,95,17,1075,33.1,3.3,3
nfNk9CUjpnKX_bwK_-bIeA,43,164,19,575,133.75,3.25,3
3rNsz7qxJTyyQPGUYGDmsg,87,118,24,1675,146.95,2.9,3
YnAYdlHFr4y34-UMEpLY1A,4,0,0,0,65.25,4.75,5
j61tzz0XkdFV8YUBZNNzhw,11,34,0,0,35.7272727273,2.1818181818,2
d7M30BsQj_oT2howDyo0ew,8,27,1,50,132.8333333333,4,4
doQQQzQis8Me3jGeAhfd5w,6,32,0,0,17.8333333333,4,4
1wCyM-brDWQNxrJajO7QXw,7,14,1,25,29.5,3.1666666667,3
9qi6ZfYzjGuwEzQ_FtBBgw,3,0,0,25,238,1.5,2.5
NQrkH6JdXrio2agFr1wIAw,23,24,6,75,112.35,3.95,4
3AMFoTdFm7j2bocSpm7Xxw,191,763,78,4275,582.1,3.25,3.5
Gj33U7MhMSw5wtr9Hh6GEw,4,5,0,0,133,3,3.5
fboP8gAvPCdW-bnJmDslSg,20,10,0,50,22.3888888889,3.4444444444,3.5
q4raCE4a8wMEETPG45HgAA,12,51,3,50,20,3.2,3
bEMdx_iyIDPMGi8huL48-Q,5,0,0,0,41.6,3.2,3
etYqrJTCE2_yMxhqdnGd0A,99,274,32,1975,144.6,3.8,3.5
ImVx220_Pcp2iB5uworODw,94,142,26,1850,116.45,3.55,3.5
x2ZMAyneUiBD6Sml0Fv2Xw,139,162,13,2975,146.95,3.8,4
U8zkvDThX0hhkPxe2-y0fw,19,84,8,50,30.6470588235,3.4705882353,3.5
Pzj5ow6I8eQI2iGnFziGLw,150,860,76,3250,330.15,3.65,3.5
j15ntY0C4C1Q4oVvYw6H4A,6,0,1,75,32.3333333333,3,4
79ZIZgFiQATOfdsFq2dcOw,22,13,3,75,23.4736842105,4.0526315789,4
emQkvcck-uqUanJafLIKOA,103,174,6,2075,205.85,3.6,3.5
VbXy3tH5RAu7HjT7VeMMgA,144,285,35,3100,307.8,3.3,4
1eTtHfanVJKovviZgCumyA,7,0,1,25,11.5,4,3.5
i7ZlevDwvfzGcwe4n159vA,39,84,6,475,92.15,3.85,3.5
Wd2CPmLSeQTQMC9x1_Q_5w,59,159,27,975,176.5,3.95,4
6SWknDhTfrw3NyywMCyZJg,44,95,6,600,138.05,3.9,3.5
-p-9eBYvts8tcalo5IWOKw,56,2882,30,900,255.5,4.15,4
oPryOTTtcjR0-vMwEpfHig,14,12,8,25,52.3846153846,3.8461538462,4
136zvrfN6Kpr9tFj3OMNUQ,55,248,9,875,165.95,3.55,3
3Tqe27RNm_KK9Zdhg3YxCg,70,499,29,1250,422.2,3.3,3.5
OsCUe1MEaHl4mB4O55WwOw,42,25,1,550,30.65,4.05,4
aYpqQ3qoSe5WZb7p47UzhQ,65,292,31,1125,150.25,3.85,3.5
w3WH124kxt30NkZ6WivrwA,12,98,8,0,79.8333333333,3.5,3.5
G--jKQu95BxPI5r3aTiYhg,4,4,1,0,120,3,3
_PINIylE-HAtznOkeQ6OOw,198,504,31,4450,289.05,3.5,3
lzVQS4G7SDYx39h-iRxidg,7,4,1,25,330.6666666667,4,3.5
AQu2QKcPzlSrnw0ZuAuE8Q,5,0,1,0,44.4,3.8,4
-aDuOZelvBHWKh-NrXooow,19,155,7,25,74.5555555556,3.7222222222,3.5
yy7m3Fvuq_RWsOOst4RDUg,47,81,8,675,152.9,3.7,4
nPF0r6FJ896f7Z1wamPygQ,44,107,19,600,38.95,3.8,4
Ueq8gcirb2rSAUfTlrgXZA,41,41,9,525,78.5,3.45,3
O8BRzdXLBzu6K4Sm32fxng,15,70,5,0,49.5333333333,2.8666666667,3
0jq5ZFLRqAAujEuymdPu4g,208,370,27,4700,637.65,4.1,4
MRYpPlQf-o1ezxeh6EyqQQ,4,3,0,0,4,4.5,4.5
CQDxI8giIc6Kg9hQFLC6Uw,36,192,18,400,87.1,3.45,3.5
e9rkmFxZgEx73ps1UNbtNA,22,14,7,50,20.25,2.95,3
sgZwUkKSpFQxE2v1hE-hcQ,106,270,33,2150,173.7,3.55,3.5
yJDmDtP2lJLWpAkmPnNE1g,24,73,5,100,24.4,3.4,3.5
jiXsSkXDx60rafcprwNqpA,79,125,19,1475,169.2,3.8,3.5
E8CvKBz0Ji74RlpTdAOX1g,17,38,11,50,22.6,4.4666666667,4
vunBMXxNEdCSVRnWV8P5eA,11,6,1,0,41.5454545455,4,4
wKjYqhFd_l8KPLQzlLh1Lw,63,63,10,1075,159.9,3.85,3.5
Sd9exwQrSKcZiN3RAhcAUA,146,132,24,3150,185.7,3.55,4
pxi-I0OBnZOUZSS2ZVwrRQ,138,244,35,2950,249.95,3.9,4
Ucn0bOngvK50NiY22Qi3Ig,3,0,0,0,248.6666666667,4.6666666667,4.5
uA6if4ntn8rAR0COmrC4JQ,11,11,0,75,63.25,2.375,2.5
lYNVfn3o7tTqSAPTaBLAWA,129,110,15,2725,328.95,4.4,4.5
VXg0O0vuuOgNTqTGp9j7gg,12,10,0,50,27,3.3,3
WNGyIejOcpJpNgxqWPDwHA,10,22,1,50,32.375,3.5,3.5
wBJA330LpDTq-MpXz3qIIQ,10,19,8,50,163,4,4
PquWeh1M1_y2D6C5kYOevA,16,82,12,100,44.75,2.75,2.5
m5d5I_aQJJjH-dfMBHA_nw,23,107,8,75,24.85,3.3,3.5
XpdKTCAPOSUj50fTnW94aA,34,20,8,350,221.4,3.85,4
6YviEaoGQG3Kd-BbMn5iow,42,125,10,550,39.35,3.95,4
uYaWjiNjQKHpLK8wRlE7Xg,6,3,0,0,54.8333333333,3.8333333333,4
4QtD359vkU7Jq8vP0uQEww,87,143,30,1675,45.2,3.75,4
JKMGWsZVdKrZ841foAMM_Q,164,1038,74,3600,202.7,2.95,3
hCmALgeErt6qVDJDMgy5dg,16,21,6,50,81.7857142857,4,4
dq3vHsNbaB2V156y-zzSYg,26,39,6,150,118.55,3.35,3.5
kSHZ5q1pBy9VpH7VvVrG8A,17,31,5,0,93.2941176471,3.1176470588,3
6KWa45IN5hFWv617efvBBA,115,337,34,2375,271.4,3.8,4
bfWpJH1kXf8jeD39IkDtUQ,46,37,12,650,71.75,3.3,3.5
YwPcS7r6SQRbvAxHRA56Gg,18,161,10,75,32.8666666667,4.4,4.5
Iu0ElolxFlhCKimijFTPNw,44,146,12,600,168.9,2.8,3
takv9AY8InjnJR_vqryHGg,10,9,1,0,34,2.6,2.5
dwJKxmnu0jZ2tQDuqJ_Zsw,106,177,29,2150,324.7,3.8,4
NjI3elI6tZV_aIRxbDFw1g,21,14,6,50,44.9473684211,3.8947368421,4
va8gX25HcEcnHnLgy1j_tA,243,565,67,5575,562.5,4.15,4
KoMjD6HgdR_lnFxbTOwZdA,6,0,0,0,50,3.6666666667,3.5
tTVe5wrzCVEMPzBNmdgM3A,15,25,6,0,61.1333333333,3.6,3.5
nYPB4YijJsJ_AxxUFCQq4Q,38,54,6,450,29.1,2,2.5
3VsQbKCmMu8SefvBXwfzSw,26,25,2,150,34.9,2.8,3
ke0BMVeaQf3lvwSzm-fPyA,65,248,33,1125,115.5,4.1,4
fFBka7NGR463DLhwxckzcA,100,247,37,2000,341.15,3.85,4
eSKM83PlRBUAZ0fsYvYuLg,3,13,1,25,37.5,3,2.5
mzQp4bnowm0ELC7aJOqpLQ,104,178,21,2100,274.65,2.95,3
YzqpmUayG1dhUjkVe8V9Lw,10,9,0,25,16.5555555556,2.5555555556,2.5
49150bdhn4UlD0bygx0pAg,19,7,0,100,9.4666666667,2.8666666667,3
r2S4arkHyRcUroRhggMIoA,145,381,35,3125,206,3.85,3.5
ctbzSbfDymOVGObyDJK1qw,8,21,1,50,44,4.5,4
u8roVM7HO9Oiah2dNBHXrA,21,12,1,25,60.65,3.35,3.5
ey9Aqf4c7_6UHJdhdKJ_3Q,4,3,1,0,18.5,3.75,4
ukQM_fKwj9go1fxFODynAQ,31,30,14,275,146.05,3.75,4
_FXql6eVhbM923RdCi94SA,714,3191,322,17350,759.75,3.95,4
0AZiq_OMKs3I9lTmwd5PSg,47,75,7,675,80.25,3.75,3.5
GPAXhDmvWwp2g7fOutoDQQ,22,22,7,75,98,3.2631578947,3.5
lmY05KHoqyFZjGsuHYx-HQ,209,466,37,4725,341.25,4.25,4
wKyPsocYcn6kqx2gNWJO_Q,123,425,36,2575,158.8,3.7,4
64HmJyT8J5KGpT8tBhh3jQ,39,105,8,475,136.45,3.55,3.5
MhkZLdUFaHt5SDcQcqOWQg,123,379,30,2575,167.3,3.6,3.5
WBxuIQsxGl7vNe5MXYszCA,93,544,41,1825,250.55,3.7,3.5
